county,species,mean_birds,% gardens,rank_birds
Lancashire,Red legged partridge,0.01,0.05,52
Lancashire,Redwing,0.01,0.56,53
Lancashire,Marsh tit,0.01,0.77,54
Lancashire,Linnet,0.01,0.36,55
Lancashire,Chiffchaff,0.01,0.46,56
Lancashire,Willow tit,0.01,0.36,57
Lancashire,Barn owl,0.01,0.56,58
Lancashire,Waxwing,0.01,0.1,59
Lancashire,Grey partridge,0.01,0.13,60
Lancashire,Tawny owl,0.01,0.54,61
Lancashire,Lesser black backed gull,0.01,0.28,62
Lancashire,Raven,0,0.23,63
Lancashire,Green woodpecker,0,0.23,64
Lancashire,Great black backed gull,0,0.15,65
Lancashire,Yellowhammer,0,0.1,66
Lancashire,Corn bunting,0,0.13,67
Lancashire,Little owl,0,0.15,68
Lancashire,Meadow pipit,0,0.1,69
Lancashire,Skylark,0,0.05,70
Lancashire,Red Kite,0,0.05,71
Lancashire,Black redstart,0,0,72
Lancashire,Hooded crow,0,0,73
Leicestershire,House Sparrow,3.5,60.41,1
Leicestershire,Blackbird,3.24,91.79,2
Leicestershire,Woodpigeon,2.81,74.52,3
Leicestershire,Starling,2.21,36.61,4
Leicestershire,Blue Tit,2.03,75.02,5
Leicestershire,Goldfinch,1.47,33.39,6
Leicestershire,Chaffinch,1.26,43.12,7
Leicestershire,Long tailed tit,1.26,27.75,8
Leicestershire,Great Tit,1.21,52.49,9
Leicestershire,Robin,1.17,77.52,10
Leicestershire,Collared Dove,1.01,45.57,11
Leicestershire,Dunnock,0.98,49.6,12
Leicestershire,Magpie,0.82,42.73,13
Leicestershire,Greenfinch,0.67,23.12,14
Leicestershire,Feral pigeon,0.61,18.49,15
Leicestershire,Coal Tit,0.5,29.9,16
Leicestershire,Jackdaw,0.5,13.26,17
Leicestershire,Carrion crow,0.44,19.08,18
Leicestershire,Fieldfare,0.41,17.8,19
Leicestershire,Common gull,0.23,4.48,20
Leicestershire,Wren,0.22,19.43,21
Leicestershire,Song.Thrush,0.2,16.27,22
Leicestershire,Bullfinch,0.19,8.99,23
Leicestershire,Pheasant,0.16,7.36,24
Leicestershire,Tree sparrow,0.15,3.29,25
Leicestershire,Great spotted woodpecker,0.11,10.09,26
Leicestershire,Black headed gull,0.11,2.26,27
Leicestershire,Ring necked parakeet,0.11,5.11,28
Leicestershire,Pied wagtail,0.11,7.65,29
Leicestershire,Reed bunting,0.1,3.92,30
Leicestershire,Blackcap,0.09,6.61,31
Leicestershire,Rook,0.08,2.01,32
Leicestershire,Mistle thrush,0.06,4.61,33
Leicestershire,Nuthatch,0.06,4.67,34
Leicestershire,Redpoll,0.06,1.69,35
Leicestershire,Jay,0.06,3.89,36
Leicestershire,Yellowhammer,0.05,1.28,37
Leicestershire,Sparrowhawk,0.05,4.79,38
Leicestershire,Siskin,0.04,1.75,39
Leicestershire,Buzzard,0.03,2.01,40
Leicestershire,Goldcrest,0.03,2.32,41
Leicestershire,Brambling,0.03,1.44,42
Leicestershire,Stock dove,0.03,1.16,43
Leicestershire,Moorhen,0.02,1.13,44
Leicestershire,Mallard,0.02,0.44,45
Leicestershire,Grey wagtail,0.02,1.57,46
Leicestershire,Waxwing,0.02,0.41,47
Leicestershire,Herring gull,0.02,0.53,48
Leicestershire,Green woodpecker,0.02,1.54,49
Leicestershire,Redwing,0.01,0.31,50
Leicestershire,Red legged partridge,0.01,0.03,51
Leicestershire,Lesser spotted woodpecker,0.01,1.19,52
Leicestershire,Grey heron,0.01,0.85,53
Leicestershire,Marsh tit,0.01,0.66,54
Leicestershire,Willow tit,0.01,0.56,55
Leicestershire,Lapwing,0.01,0.09,56
Leicestershire,Linnet,0.01,0.44,57
Leicestershire,Treecreeper,0.01,0.72,58
Leicestershire,Kestrel,0.01,0.75,59
Leicestershire,Raven,0.01,0.31,60
Leicestershire,Chiffchaff,0,0.38,61
Leicestershire,Grey partridge,0,0.13,62
Leicestershire,Meadow pipit,0,0.19,63
Leicestershire,Red Kite,0,0.25,64
Leicestershire,Tawny owl,0,0.19,65
Leicestershire,Barn owl,0,0.16,66
Leicestershire,Corn bunting,0,0.03,67
Leicestershire,Great black backed gull,0,0.03,68
Leicestershire,Lesser black backed gull,0,0.03,69
Leicestershire,Little owl,0,0.03,70
Leicestershire,Skylark,0,0.03,71
Leicestershire,Black redstart,0,0,72
Leicestershire,Hooded crow,0,0,73
Lincolnshire,House Sparrow,5.41,72.75,1
Lincolnshire,Blackbird,4.25,95.61,2
Lincolnshire,Collared Dove,2.32,70.74,3
Lincolnshire,Chaffinch,2.16,57.52,4
Lincolnshire,Goldfinch,2.04,39.36,5
Lincolnshire,Blue Tit,2.04,73.08,6
Lincolnshire,Great Tit,1.36,55.71,7
Lincolnshire,Dunnock,1.25,54,8
Lincolnshire,Robin,1.24,79.86,9
Lincolnshire,Long tailed tit,1.14,24.39,10
Lincolnshire,Greenfinch,0.96,31.95,11
Lincolnshire,Feral pigeon,0.64,18.52,12
Lincolnshire,Jackdaw,0.59,18.9,13
Lincolnshire,Magpie,0.54,30.06,14
Lincolnshire,Carrion crow,0.51,16.94,15
Lincolnshire,Treecreeper,0.49,0.98,16
Lincolnshire,Common gull,0.46,6.56,17
Lincolnshire,Coal Tit,0.45,24.93,18
Lincolnshire,Pheasant,0.41,18.25,19
Lincolnshire,Wren,0.35,25.76,20
Lincolnshire,Fieldfare,0.34,12.08,21
Lincolnshire,Rook,0.26,4.89,22
Lincolnshire,Black headed gull,0.23,3.28,23
Lincolnshire,Song.Thrush,0.21,16.34,24
Lincolnshire,Yellowhammer,0.19,4.53,25
Lincolnshire,Sparrowhawk,0.16,7.36,26
Lincolnshire,Great spotted woodpecker,0.12,10.41,27
Lincolnshire,Pied wagtail,0.12,8.44,28
Lincolnshire,Mallard,0.11,1.61,29
Lincolnshire,Moorhen,0.11,4.68,30
Lincolnshire,Reed bunting,0.11,3.67,31
Lincolnshire,Redpoll,0.09,2.15,32
Lincolnshire,Starling,0.08,53.31,33
Lincolnshire,Jay,0.07,4.98,34
Lincolnshire,Willow tit,0.07,0.39,35
Lincolnshire,Mistle thrush,0.06,4.86,36
Lincolnshire,Bullfinch,0.06,3.52,37
Lincolnshire,Red legged partridge,0.05,0.03,38
Lincolnshire,Redwing,0.05,1.19,39
Lincolnshire,Herring gull,0.05,0.78,40
Lincolnshire,Siskin,0.05,1.76,41
Lincolnshire,Ring necked parakeet,0.05,2.18,42
Lincolnshire,Brambling,0.04,1.88,43
Lincolnshire,Lapwing,0.03,0.27,44
Lincolnshire,Grey wagtail,0.03,1.73,45
Lincolnshire,Blackcap,0.03,2.24,46
Lincolnshire,Green woodpecker,0.03,2.44,47
Lincolnshire,Raven,0.03,0.24,48
Lincolnshire,Stock dove,0.03,1.37,49
Lincolnshire,Tawny owl,0.03,0.39,50
Lincolnshire,Goldcrest,0.03,1.76,51
Lincolnshire,Kestrel,0.02,2.18,52
Lincolnshire,Barn owl,0.02,1.97,53
Lincolnshire,Buzzard,0.02,1.4,54
Lincolnshire,Grey partridge,0.02,0.51,55
Lincolnshire,Nuthatch,0.02,0.92,56
Lincolnshire,Linnet,0.02,0.66,57
Lincolnshire,Lesser spotted woodpecker,0.01,1.13,58
Lincolnshire,Chiffchaff,0.01,0.54,59
Lincolnshire,Waxwing,0.01,0.92,60
Lincolnshire,Lesser black backed gull,0.01,0.06,61
Lincolnshire,Grey heron,0.01,0.92,62
Lincolnshire,Corn bunting,0.01,0.42,63
Lincolnshire,Woodpigeon,2.39,70.72,64
Lincolnshire,Red Kite,0.01,0.6,65
Lincolnshire,Tree sparrow,0.01,8.8,66
Lincolnshire,Marsh tit,0,0.27,67
Lincolnshire,Meadow pipit,0,0.09,68
Lincolnshire,Little owl,0,0.18,69
Lincolnshire,Black redstart,0,0.06,70
Lincolnshire,Great black backed gull,0,0.15,71
Lincolnshire,Skylark,0,0.03,72
Lincolnshire,Hooded crow,0,0,73
Lincolnshire (part of),Jackdaw,5.49,9.6,1
Lincolnshire (part of),House Sparrow,5.49,71.65,2
Lincolnshire (part of),Starling,4.08,52.07,3
Lincolnshire (part of),Blackbird,3.92,94.15,4
Lincolnshire (part of),Woodpigeon,2.16,68.24,5
Lincolnshire (part of),Goldfinch,2.02,38.33,6
Lincolnshire (part of),Brambling,1.93,0.81,7
Lincolnshire (part of),Chiffchaff,1.64,0.58,8
Lincolnshire (part of),Green woodpecker,1.12,0.46,9
Lincolnshire (part of),Rook,1.08,3.7,10
Lincolnshire (part of),Feral pigeon,1.07,27.17,11
Lincolnshire (part of),Fieldfare,1.06,6.59,12
Lincolnshire (part of),Long tailed tit,0.88,19.98,13
Lincolnshire (part of),Grey heron,0.76,1.16,14
Lincolnshire (part of),Mallard,0.58,1.39,15
Lincolnshire (part of),Tree sparrow,0.47,8.67,16
Lincolnshire (part of),Collared Dove,0.43,72.22,17
Lincolnshire (part of),Chaffinch,0.42,48.74,18
Lincolnshire (part of),Corn bunting,0.37,0.46,19
Lincolnshire (part of),Common gull,0.37,6.59,20
Lincolnshire (part of),Black redstart,0.3,0,21
Lincolnshire (part of),Pied wagtail,0.29,3.12,22
Lincolnshire (part of),Goldcrest,0.28,1.16,23
Lincolnshire (part of),Jay,0.27,3.12,24
Lincolnshire (part of),Wren,0.25,22.53,25
Lincolnshire (part of),Magpie,0.25,33.31,26
Lincolnshire (part of),Siskin,0.22,1.5,27
Lincolnshire (part of),Great black backed gull,0.19,0.12,28
Lincolnshire (part of),Yellowhammer,0.19,5.78,29
Lincolnshire (part of),Song.Thrush,0.18,13.47,30
Lincolnshire (part of),Marsh tit,0.16,0.69,31
Lincolnshire (part of),Barn owl,0.16,0.12,32
Lincolnshire (part of),Robin,0.1,74.49,33
Lincolnshire (part of),Ring necked parakeet,0.09,2.66,34
Lincolnshire (part of),Waxwing,0.09,0.81,35
Lincolnshire (part of),Great Tit,0.07,47.6,36
Lincolnshire (part of),Sparrowhawk,0.06,6.13,37
Lincolnshire (part of),Nuthatch,0.06,1.5,38
Lincolnshire (part of),Buzzard,0.05,1.27,39
Lincolnshire (part of),Kestrel,0.05,2.2,40
Lincolnshire (part of),Moorhen,0.05,2.43,41
Lincolnshire (part of),Raven,0.05,0,42
Lincolnshire (part of),Skylark,0.04,0,43
Lincolnshire (part of),Pheasant,0.03,13.18,44
Lincolnshire (part of),Blue Tit,0.02,71.81,45
Lincolnshire (part of),Bullfinch,0.02,2.66,46
Lincolnshire (part of),Carrion crow,0.02,17.11,47
Lincolnshire (part of),Stock dove,0.02,1.16,48
Lincolnshire (part of),Lapwing,0.02,0,49
Lincolnshire (part of),Herring gull,0.02,1.16,50
Lincolnshire (part of),Redwing,0.02,0.58,51
Lincolnshire (part of),Red legged partridge,0.02,0,52
Lincolnshire (part of),Lesser spotted woodpecker,0.02,0.92,53
Lincolnshire (part of),Reed bunting,0.02,2.77,54
Lincolnshire (part of),Coal Tit,0.02,23.8,55
Lincolnshire (part of),Grey partridge,0.01,0.35,56
Lincolnshire (part of),Dunnock,0.01,51.58,57
Lincolnshire (part of),Meadow pipit,0.01,0,58
Lincolnshire (part of),Grey wagtail,0.01,1.16,59
Lincolnshire (part of),Linnet,0.01,0.12,60
Lincolnshire (part of),Treecreeper,0.01,0.58,61
Lincolnshire (part of),Willow tit,0.01,0.69,62
Lincolnshire (part of),Greenfinch,0.01,25.75,63
Lincolnshire (part of),Great spotted woodpecker,0,5.32,64
Lincolnshire (part of),Tawny owl,0,0.12,65
Lincolnshire (part of),Black headed gull,0,3.7,66
Lincolnshire (part of),Little owl,0,0.12,67
Lincolnshire (part of),Blackcap,0,1.85,68
Lincolnshire (part of),Hooded crow,0,0,69
Lincolnshire (part of),Lesser black backed gull,0,0.12,70
Lincolnshire (part of),Mistle thrush,0,3.58,71
Lincolnshire (part of),Red Kite,0,0.12,72
Lincolnshire (part of),Redpoll,0,0.69,73
Londonderry,House Sparrow,5.13,76.47,1
Londonderry,Chaffinch,5.08,81.23,2
Londonderry,Starling,4.5,61.34,3
Londonderry,Goldfinch,3.14,44.94,4
Londonderry,Blue Tit,2.67,81.51,5
Londonderry,Blackbird,2.34,91.32,6
Londonderry,Great Tit,2.06,70.31,7
Londonderry,Coal Tit,1.9,65.55,8
Londonderry,Robin,1.46,90.48,9
Londonderry,Greenfinch,1.41,45.38,10
Londonderry,Carrion crow,1.37,25.3,11
Londonderry,Magpie,1.26,59.66,12
Londonderry,Collared Dove,1.24,50.14,13
Londonderry,Feral pigeon,1.11,24.1,14
Londonderry,Woodpigeon,0.91,30.53,15
Londonderry,Jackdaw,0.9,27.31,16
Londonderry,Dunnock,0.72,37.82,17
Londonderry,Siskin,0.68,19.28,18
Londonderry,Long tailed tit,0.62,14.17,19
Londonderry,Common gull,0.53,3.21,20
Londonderry,Rook,0.49,11.24,21
Londonderry,Tree sparrow,0.44,5.62,22
Londonderry,Song.Thrush,0.38,27.94,23
Londonderry,Redpoll,0.36,8.84,24
Londonderry,Waxwing,0.35,1.61,25
Londonderry,Wren,0.32,25.1,26
Londonderry,Pied wagtail,0.24,14.46,27
Londonderry,Mallard,0.12,1.61,28
Londonderry,Hooded crow,0.11,3.61,29
Londonderry,Black headed gull,0.09,2.81,30
Londonderry,Bullfinch,0.08,5.62,31
Londonderry,Buzzard,0.08,4.82,32
Londonderry,Jay,0.07,4.82,33
Londonderry,Linnet,0.07,2.41,34
Londonderry,Pheasant,0.07,2.81,35
Londonderry,Herring gull,0.06,0.8,36
Londonderry,Sparrowhawk,0.06,5.62,37
Londonderry,Brambling,0.05,3.61,38
Londonderry,Grey heron,0.04,2.01,39
Londonderry,Grey wagtail,0.04,3.21,40
Londonderry,Blackcap,0.03,3.21,41
Londonderry,Raven,0.03,0.4,42
Londonderry,Mistle thrush,0.03,2.01,43
Londonderry,Chiffchaff,0.02,0.8,44
Londonderry,Moorhen,0.02,0.8,45
Londonderry,Kestrel,0.01,0.8,46
Londonderry,Stock dove,0.01,0.4,47
Londonderry,Nuthatch,0,0.4,48
Londonderry,Red Kite,0,0.4,49
Londonderry,Tawny owl,0,0.4,50
Londonderry,Treecreeper,0,0.4,51
Londonderry,Barn owl,0,0,52
Londonderry,Black redstart,0,0,53
Londonderry,Corn bunting,0,0,54
Londonderry,Fieldfare,0,0,55
Londonderry,Goldcrest,0,0,56
Londonderry,Great black backed gull,0,0,57
Londonderry,Great spotted woodpecker,0,0,58
Londonderry,Green woodpecker,0,0,59
Londonderry,Grey partridge,0,0,60
Londonderry,Lapwing,0,0,61
Londonderry,Lesser black backed gull,0,0,62
Londonderry,Lesser spotted woodpecker,0,0,63
Londonderry,Little owl,0,0,64
Londonderry,Marsh tit,0,0,65
Londonderry,Meadow pipit,0,0,66
Londonderry,Red legged partridge,0,0,67
Londonderry,Redwing,0,0,68
Londonderry,Reed bunting,0,0,69
Londonderry,Ring necked parakeet,0,0,70
Londonderry,Skylark,0,0,71
Londonderry,Willow tit,0,0,72
Londonderry,Yellowhammer,0,0,73
Merseyside,Blackbird,2.68,89.99,1
Merseyside,House Sparrow,2.58,45.54,2
Merseyside,Starling,2.5,33.81,3
Merseyside,Blue Tit,2.1,74.45,4
Merseyside,Woodpigeon,1.9,70.73,5
Merseyside,Goldfinch,1.71,31.43,6
Merseyside,Collared Dove,1.32,51.5,7
Merseyside,Magpie,1.28,55.55,8
Merseyside,Robin,1.2,79.44,9
Merseyside,Feral pigeon,1.2,26.58,10
Merseyside,Great Tit,1.14,49.26,11
Merseyside,Chaffinch,0.97,32.14,12
Merseyside,Long tailed tit,0.96,23.71,13
Merseyside,Dunnock,0.76,42.82,14
Merseyside,Coal Tit,0.7,35.35,15
Merseyside,Common gull,0.65,9.2,16
Merseyside,Greenfinch,0.62,21.44,17
Merseyside,Carrion crow,0.32,15.28,18
Merseyside,Black headed gull,0.28,3.3,19
Merseyside,Wren,0.26,20.2,20
Merseyside,Jackdaw,0.24,7.71,21
Merseyside,Song.Thrush,0.2,15.91,22
Merseyside,Fieldfare,0.16,3.47,23
Merseyside,Mallard,0.15,0.9,24
Merseyside,Jay,0.14,9.25,25
Merseyside,Nuthatch,0.11,7.83,26
Merseyside,Great spotted woodpecker,0.1,8.26,27
Merseyside,Blackcap,0.1,7.79,28
Merseyside,Herring gull,0.09,2.18,29
Merseyside,Mistle thrush,0.07,4.41,30
Merseyside,Tree sparrow,0.07,1.97,31
Merseyside,Waxwing,0.07,0.21,32
Merseyside,Sparrowhawk,0.06,6.12,33
Merseyside,Pied wagtail,0.06,3.68,34
Merseyside,Ring necked parakeet,0.05,1.24,35
Merseyside,Pheasant,0.05,2.95,36
Merseyside,Goldcrest,0.04,2.31,37
Merseyside,Bullfinch,0.04,2.23,38
Merseyside,Rook,0.03,0.94,39
Merseyside,Grey heron,0.03,2.48,40
Merseyside,Grey wagtail,0.02,1.8,41
Merseyside,Stock dove,0.02,0.9,42
Merseyside,Moorhen,0.02,0.94,43
Merseyside,Buzzard,0.02,1.37,44
Merseyside,Lapwing,0.02,0.13,45
Merseyside,Red legged partridge,0.02,0.21,46
Merseyside,Redwing,0.02,0.34,47
Merseyside,Siskin,0.02,0.86,48
Merseyside,Brambling,0.02,0.94,49
Merseyside,Great black backed gull,0.01,0.26,50
Merseyside,Grey partridge,0.01,0.21,51
Merseyside,Kestrel,0.01,0.98,52
Merseyside,Willow tit,0.01,0.39,53
Merseyside,Marsh tit,0.01,0.51,54
Merseyside,Treecreeper,0.01,0.81,55
Merseyside,Reed bunting,0.01,0.64,56
Merseyside,Lesser black backed gull,0.01,0.3,57
Merseyside,Lesser spotted woodpecker,0.01,0.68,58
Merseyside,Yellowhammer,0.01,0.26,59
Merseyside,Chiffchaff,0,0.21,60
Merseyside,Redpoll,0,0.17,61
Merseyside,Barn owl,0,0.26,62
Merseyside,Linnet,0,0.21,63
Merseyside,Raven,0,0.17,64
Merseyside,Tawny owl,0,0.21,65
Merseyside,Green woodpecker,0,0.09,66
Merseyside,Red Kite,0,0.04,67
Merseyside,Corn bunting,0,0.04,68
Merseyside,Meadow pipit,0,0.04,69
Merseyside,Black redstart,0,0,70
Merseyside,Hooded crow,0,0,71
Merseyside,Little owl,0,0,72
Merseyside,Skylark,0,0,73
Merthyr Tydfil,House Sparrow,5.72,74.53,1
Merthyr Tydfil,Blue Tit,2.81,79.25,2
Merthyr Tydfil,Blackbird,2.71,89.62,3
Merthyr Tydfil,Chaffinch,2.33,46.23,4
Merthyr Tydfil,Long tailed tit,1.59,31.08,5
Merthyr Tydfil,Robin,1.58,90.57,6
Merthyr Tydfil,Great Tit,1.57,55.66,7
Merthyr Tydfil,Starling,1.32,30.19,8
Merthyr Tydfil,Coal Tit,1.28,55.66,9
Merthyr Tydfil,Jackdaw,1.22,33.78,10
Merthyr Tydfil,Magpie,1.21,59.43,11
Merthyr Tydfil,Dunnock,1.1,45.28,12
Merthyr Tydfil,Collared Dove,1.02,38.68,13
Merthyr Tydfil,Feral pigeon,1,24.32,14
Merthyr Tydfil,Goldfinch,1,21.62,15
Merthyr Tydfil,Greenfinch,0.85,23.58,16
Merthyr Tydfil,Carrion crow,0.78,20.27,17
Merthyr Tydfil,Woodpigeon,0.68,24.53,18
Merthyr Tydfil,Song.Thrush,0.59,40.54,19
Merthyr Tydfil,Nuthatch,0.41,22.97,20
Merthyr Tydfil,Siskin,0.38,10.81,21
Merthyr Tydfil,Jay,0.36,17.57,22
Merthyr Tydfil,Wren,0.32,24.32,23
Merthyr Tydfil,Bullfinch,0.28,12.16,24
Merthyr Tydfil,Common gull,0.23,8.11,25
Merthyr Tydfil,Tree sparrow,0.23,5.41,26
Merthyr Tydfil,Great spotted woodpecker,0.2,14.86,27
Merthyr Tydfil,Goldcrest,0.15,4.05,28
Merthyr Tydfil,Reed bunting,0.12,5.41,29
Merthyr Tydfil,Buzzard,0.11,6.76,30
Merthyr Tydfil,Pied wagtail,0.09,8.11,31
Merthyr Tydfil,Linnet,0.07,1.35,32
Merthyr Tydfil,Brambling,0.04,2.7,33
Merthyr Tydfil,Herring gull,0.04,1.35,34
Merthyr Tydfil,Sparrowhawk,0.04,4.05,35
Merthyr Tydfil,Treecreeper,0.04,4.05,36
Merthyr Tydfil,Willow tit,0.04,2.7,37
Merthyr Tydfil,Blackcap,0.03,2.7,38
Merthyr Tydfil,Grey heron,0.03,2.7,39
Merthyr Tydfil,Mistle thrush,0.03,2.7,40
Merthyr Tydfil,Raven,0.03,1.35,41
Merthyr Tydfil,Rook,0.03,2.7,42
Merthyr Tydfil,Grey wagtail,0.01,1.35,43
Merthyr Tydfil,Kestrel,0.01,1.35,44
Merthyr Tydfil,Lesser spotted woodpecker,0.01,1.35,45
Merthyr Tydfil,Mallard,0.01,1.35,46
Merthyr Tydfil,Marsh tit,0.01,1.35,47
Merthyr Tydfil,Barn owl,0,0,48
Merthyr Tydfil,Black headed gull,0,0,49
Merthyr Tydfil,Black redstart,0,0,50
Merthyr Tydfil,Chiffchaff,0,0,51
Merthyr Tydfil,Corn bunting,0,0,52
Merthyr Tydfil,Fieldfare,0,0,53
Merthyr Tydfil,Great black backed gull,0,0,54
Merthyr Tydfil,Green woodpecker,0,0,55
Merthyr Tydfil,Grey partridge,0,0,56
Merthyr Tydfil,Hooded crow,0,0,57
Merthyr Tydfil,Lapwing,0,0,58
Merthyr Tydfil,Lesser black backed gull,0,0,59
Merthyr Tydfil,Little owl,0,0,60
Merthyr Tydfil,Meadow pipit,0,0,61
Merthyr Tydfil,Moorhen,0,0,62
Merthyr Tydfil,Pheasant,0,0,63
Merthyr Tydfil,Red Kite,0,0,64
Merthyr Tydfil,Red legged partridge,0,0,65
Merthyr Tydfil,Redpoll,0,0,66
Merthyr Tydfil,Redwing,0,0,67
Merthyr Tydfil,Ring necked parakeet,0,0,68
Merthyr Tydfil,Skylark,0,0,69
Merthyr Tydfil,Stock dove,0,0,70
Merthyr Tydfil,Tawny owl,0,0,71
Merthyr Tydfil,Waxwing,0,0,72
Merthyr Tydfil,Yellowhammer,0,0,73
Midlothian,House Sparrow,3.97,57.19,1
Midlothian,Chaffinch,3.28,64.71,2
Midlothian,Starling,2.9,38.89,3
Midlothian,Blue Tit,2.82,78.1,4
Midlothian,Blackbird,2.71,89.22,5
Midlothian,Woodpigeon,2.45,72.88,6
Midlothian,Great Tit,1.38,55.88,7
Midlothian,Coal Tit,1.37,58.82,8
Midlothian,Long tailed tit,1.33,23.87,9
Midlothian,Jackdaw,1.32,25.51,10
Midlothian,Robin,1.23,84.64,11
Midlothian,Magpie,1.07,56.86,12
Midlothian,Goldfinch,1.05,27.57,13
Midlothian,Carrion crow,1,32.51,14
Midlothian,Collared Dove,0.94,30.72,15
Midlothian,Tree sparrow,0.9,18.52,16
Midlothian,Dunnock,0.87,46.08,17
Midlothian,Greenfinch,0.7,24.51,18
Midlothian,Feral pigeon,0.59,18.11,19
Midlothian,Siskin,0.57,15.64,20
Midlothian,Brambling,0.4,13.58,21
Midlothian,Pheasant,0.32,9.47,22
Midlothian,Black headed gull,0.31,1.23,23
Midlothian,Rook,0.29,4.53,24
Midlothian,Great spotted woodpecker,0.26,21.4,25
Midlothian,Common gull,0.19,6.17,26
Midlothian,Mallard,0.17,0.41,27
Midlothian,Wren,0.15,14.4,28
Midlothian,Yellowhammer,0.15,4.12,29
Midlothian,Bullfinch,0.12,6.58,30
Midlothian,Redpoll,0.12,4.53,31
Midlothian,Nuthatch,0.1,8.64,32
Midlothian,Song.Thrush,0.08,7.41,33
Midlothian,Redwing,0.07,1.23,34
Midlothian,Red legged partridge,0.07,0,35
Midlothian,Sparrowhawk,0.06,4.94,36
Midlothian,Buzzard,0.04,2.47,37
Midlothian,Ring necked parakeet,0.04,1.23,38
Midlothian,Herring gull,0.03,1.23,39
Midlothian,Linnet,0.03,0.41,40
Midlothian,Mistle thrush,0.03,2.47,41
Midlothian,Fieldfare,0.03,2.88,42
Midlothian,Treecreeper,0.03,2.88,43
Midlothian,Reed bunting,0.02,1.23,44
Midlothian,Goldcrest,0.02,1.65,45
Midlothian,Hooded crow,0.02,0.82,46
Midlothian,Chiffchaff,0.01,0.82,47
Midlothian,Grey heron,0.01,1.23,48
Midlothian,Marsh tit,0.01,0.41,49
Midlothian,Grey wagtail,0.01,0.41,50
Midlothian,Kestrel,0.01,0.82,51
Midlothian,Lesser spotted woodpecker,0.01,0.41,52
Midlothian,Moorhen,0.01,0.41,53
Midlothian,Skylark,0.01,0.41,54
Midlothian,Green woodpecker,0,0.41,55
Midlothian,Jay,0,0.41,56
Midlothian,Lesser black backed gull,0,0.41,57
Midlothian,Pied wagtail,0,0.41,58
Midlothian,Barn owl,0,0,59
Midlothian,Black redstart,0,0,60
Midlothian,Blackcap,0,0,61
Midlothian,Corn bunting,0,0,62
Midlothian,Great black backed gull,0,0,63
Midlothian,Grey partridge,0,0,64
Midlothian,Lapwing,0,0,65
Midlothian,Little owl,0,0,66
Midlothian,Meadow pipit,0,0,67
Midlothian,Raven,0,0,68
Midlothian,Red Kite,0,0,69
Midlothian,Stock dove,0,0,70
Midlothian,Tawny owl,0,0,71
Midlothian,Waxwing,0,0,72
Midlothian,Willow tit,0,0,73
Monmouthshire,House Sparrow,4.97,75.52,1
Monmouthshire,Blue Tit,4.11,88.53,2
Monmouthshire,Blackbird,3.31,93.3,3
Monmouthshire,Chaffinch,2.44,65.08,4
Monmouthshire,Long tailed tit,2.14,42.54,5
Monmouthshire,Great Tit,1.98,68.43,6
Monmouthshire,Goldfinch,1.84,34.31,7
Monmouthshire,Robin,1.61,88.02,8
Monmouthshire,Starling,1.43,31.83,9
Monmouthshire,Woodpigeon,1.06,46.52,10
Monmouthshire,Dunnock,1.05,51.93,11
Monmouthshire,Coal Tit,0.92,48.45,12
Monmouthshire,Magpie,0.86,44.2,13
Monmouthshire,Collared Dove,0.86,39.05,14
Monmouthshire,Jackdaw,0.8,19.86,15
Monmouthshire,Greenfinch,0.72,27.06,16
Monmouthshire,Carrion crow,0.71,26.37,17
Monmouthshire,Siskin,0.42,10.45,18
Monmouthshire,Song.Thrush,0.41,31.05,19
Monmouthshire,Nuthatch,0.4,27.4,20
Monmouthshire,Great spotted woodpecker,0.36,26.2,21
Monmouthshire,Rook,0.3,3.42,22
Monmouthshire,Wren,0.24,20.07,23
Monmouthshire,Fieldfare,0.22,3.77,24
Monmouthshire,Jay,0.22,15.92,25
Monmouthshire,Pheasant,0.2,9.42,26
Monmouthshire,Feral pigeon,0.18,8.05,27
Monmouthshire,Pied wagtail,0.14,11.3,28
Monmouthshire,Buzzard,0.14,9.76,29
Monmouthshire,Mallard,0.12,0.68,30
Monmouthshire,Bullfinch,0.11,6.85,31
Monmouthshire,Blackcap,0.1,7.36,32
Monmouthshire,Tree sparrow,0.09,3.08,33
Monmouthshire,Common gull,0.08,1.88,34
Monmouthshire,Brambling,0.07,2.91,35
Monmouthshire,Sparrowhawk,0.06,5.82,36
Monmouthshire,Black headed gull,0.05,1.88,37
Monmouthshire,Mistle thrush,0.05,3.6,38
Monmouthshire,Ring necked parakeet,0.05,1.88,39
Monmouthshire,Grey wagtail,0.04,2.23,40
Monmouthshire,Reed bunting,0.04,0.51,41
Monmouthshire,Marsh tit,0.04,2.4,42
Monmouthshire,Treecreeper,0.03,2.91,43
Monmouthshire,Lesser spotted woodpecker,0.03,2.57,44
Monmouthshire,Redpoll,0.03,0.86,45
Monmouthshire,Waxwing,0.03,0.34,46
Monmouthshire,Green woodpecker,0.02,1.88,47
Monmouthshire,Herring gull,0.02,0.68,48
Monmouthshire,Raven,0.02,1.03,49
Monmouthshire,Willow tit,0.02,1.54,50
Monmouthshire,Red Kite,0.01,0.86,51
Monmouthshire,Grey heron,0.01,1.03,52
Monmouthshire,Moorhen,0.01,0.68,53
Monmouthshire,Goldcrest,0.01,0.86,54
