Old County and GOR etc,Species,Mean,Rank,% gardens,
Barking and Dagenham,Willow_tit,0.00,78,0.0,
Barking and Dagenham,Yellowhammer,0.00,79,0.0,
Barnet,Blue_tit,2.70,1,82.8,
Barnet,Woodpigeon,2.39,2,82.0,
Barnet,Starling,1.60,3,38.5,
Barnet,Blackbird,1.58,4,78.4,
Barnet,Great_tit,1.56,5,64.4,
Barnet,House_sparrow,1.50,6,34.7,
Barnet,Magpie,1.46,7,66.1,
Barnet,Goldfinch,1.42,8,29.3,
Barnet,Robin,1.38,9,86.0,
Barnet,Feral_pigeon,1.25,10,31.8,
Barnet,Long_tailed_tit,0.89,11,26.0,
Barnet,Carrion_crow,0.75,12,35.3,
Barnet,Chaffinch,0.74,13,30.3,
Barnet,Coal_tit,0.69,14,38.7,
Barnet,Dunnock,0.67,15,41.6,
Barnet,Collared_dove,0.46,16,21.9,
Barnet,Greenfinch,0.37,17,13.7,
Barnet,Jay,0.27,18,19.5,
Barnet,Wren,0.27,19,23.3,
Barnet,Common_gull,0.23,20,8.7,
Barnet,Jackdaw,0.23,21,7.1,
Barnet,Ring_necked_parakeet,0.13,22,5.9,
Barnet,Great_spotted_woodpecker,0.12,23,11.6,
Barnet,Rook,0.09,24,2.4,
Barnet,Nuthatch,0.07,25,4.3,
Barnet,Redwing,0.05,26,2.0,
Barnet,Blackcap,0.03,27,2.6,
Barnet,Goldcrest,0.02,28,2.4,
Barnet,Siskin,0.02,29,0.8,
Barnet,Bullfinch,0.02,30,1.2,
Barnet,Black_headed_gull ,0.01,31,0.8,
Barnet,Song_thrush,0.01,32,1.4,
Barnet,Tree_sparrow,0.01,33,0.4,
Barnet,Green_woodpecker,0.01,34,1.2,
Barnet,Mallard,0.01,35,0.2,
Barnet,Sparrowhawk,0.01,36,0.6,
Barnet,Yellowhammer,0.01,37,0.4,
Barnet,Fieldfare,0.00,38,0.4,
Barnet,Herring_gull,0.00,39,0.2,
Barnet,Mistle_thrush,0.00,40,0.4,
Barnet,Brambling,0.00,41,0.2,
Barnet,Chiffchaff,0.00,42,0.2,
Barnet,Grey_heron,0.00,43,0.2,
Barnet,Barn_owl,0.00,44,0.0,
Barnet,Black_redstart,0.00,45,0.0,
Barnet,Buzzard,0.00,46,0.0,
Barnet,Corn_bunting,0.00,47,0.0,
Barnet,Gadwall,0.00,48,0.0,
Barnet,Great_black_backed_gull,0.00,49,0.0,
Barnet,Great_crested_grebe,0.00,50,0.0,
Barnet,Grey_partridge,0.00,51,0.0,
Barnet,Grey_wagtail,0.00,52,0.0,
Barnet,Hooded_crow,0.00,53,0.0,
Barnet,Kestrel,0.00,54,0.0,
Barnet,Lapwing,0.00,55,0.0,
Barnet,Lesser_black_backed_gull,0.00,56,0.0,
Barnet,Lesser_spotted_woodpecker,0.00,57,0.0,
Barnet,Linnet,0.00,58,0.0,
Barnet,Little_owl,0.00,59,0.0,
Barnet,Marsh_tit,0.00,60,0.0,
Barnet,Meadow_pipit,0.00,61,0.0,
Barnet,Moorhen,0.00,62,0.0,
Barnet,Mute_swan,0.00,63,0.0,
Barnet,Pheasant,0.00,64,0.0,
Barnet,Pied_wagtail,0.00,65,0.0,
Barnet,Raven,0.00,66,0.0,
Barnet,Red_kite,0.00,67,0.0,
Barnet,Red_legged_partridge,0.00,68,0.0,
Barnet,Redpoll,0.00,69,0.0,
Barnet,Reed_bunting,0.00,70,0.0,
Barnet,Skylark,0.00,71,0.0,
Barnet,Stock_dove,0.00,72,0.0,
Barnet,Tawny_owl,0.00,73,0.0,
Barnet,Teal,0.00,74,0.0,
Barnet,Treecreeper,0.00,75,0.0,
Barnet,Tufted_duck,0.00,76,0.0,
Barnet,Waxwing,0.00,77,0.0,
Barnet,Wigeon,0.00,78,0.0,
Barnet,Willow_tit,0.00,79,0.0,
Basingstoke and Deane,House_sparrow,3.39,1,56.9,
Basingstoke and Deane,Blue_tit,3.28,2,83.1,
Basingstoke and Deane,Woodpigeon,3.07,3,88.8,
Basingstoke and Deane,Starling,2.11,4,33.9,
Basingstoke and Deane,Blackbird,2.08,5,86.9,
Basingstoke and Deane,Goldfinch,1.63,6,33.2,
Basingstoke and Deane,Great_tit,1.60,7,61.4,
Basingstoke and Deane,Robin,1.37,8,81.7,
Basingstoke and Deane,Collared_dove,1.26,9,46.5,
Basingstoke and Deane,Chaffinch,1.25,10,43.1,
Basingstoke and Deane,Long_tailed_tit,1.16,11,28.9,
Basingstoke and Deane,Magpie,1.00,12,51.9,
Basingstoke and Deane,Dunnock,0.78,13,43.7,
Basingstoke and Deane,Jackdaw,0.73,14,21.7,
Basingstoke and Deane,Coal_tit,0.67,15,36.0,
Basingstoke and Deane,Greenfinch,0.54,16,21.5,
Basingstoke and Deane,Carrion_crow,0.39,17,16.7,
Basingstoke and Deane,Feral_pigeon,0.35,18,11.6,
Basingstoke and Deane,Great_spotted_woodpecker,0.27,19,22.5,
Basingstoke and Deane,Pheasant,0.26,20,11.9,
Basingstoke and Deane,Wren,0.24,21,21.4,
Basingstoke and Deane,Rook,0.24,22,7.9,
Basingstoke and Deane,Bullfinch,0.16,23,7.9,
Basingstoke and Deane,Nuthatch,0.14,24,10.6,
Basingstoke and Deane,Common_gull,0.11,25,2.7,
Basingstoke and Deane,Jay,0.06,26,5.1,
Basingstoke and Deane,Siskin,0.06,27,2.3,
Basingstoke and Deane,Red_kite,0.05,28,3.5,
Basingstoke and Deane,Song_thrush,0.04,29,3.5,
Basingstoke and Deane,Blackcap,0.03,30,2.7,
Basingstoke and Deane,Goldcrest,0.02,31,1.8,
Basingstoke and Deane,Tree_sparrow,0.02,32,0.8,
Basingstoke and Deane,Mallard,0.02,33,0.7,
Basingstoke and Deane,Pied_wagtail,0.02,34,1.3,
Basingstoke and Deane,Marsh_tit,0.02,35,1.1,
Basingstoke and Deane,Buzzard,0.01,36,0.8,
Basingstoke and Deane,Redpoll,0.01,37,0.3,
Basingstoke and Deane,Brambling,0.01,38,0.6,
Basingstoke and Deane,Redwing,0.01,39,0.3,
Basingstoke and Deane,Sparrowhawk,0.01,40,0.7,
Basingstoke and Deane,Grey_heron,0.01,41,0.6,
Basingstoke and Deane,Moorhen,0.01,42,0.4,
Basingstoke and Deane,Green_woodpecker,0.01,43,0.6,
Basingstoke and Deane,Herring_gull,0.01,44,0.3,
Basingstoke and Deane,Kestrel,0.01,45,0.6,
Basingstoke and Deane,Reed_bunting,0.01,46,0.3,
Basingstoke and Deane,Willow_tit,0.00,47,0.4,
Basingstoke and Deane,Fieldfare,0.00,48,0.4,
Basingstoke and Deane,Mistle_thrush,0.00,49,0.4,
Basingstoke and Deane,Treecreeper,0.00,50,0.4,
Basingstoke and Deane,Grey_wagtail,0.00,51,0.3,
Basingstoke and Deane,Red_legged_partridge,0.00,52,0.1,
Basingstoke and Deane,Lesser_spotted_woodpecker,0.00,53,0.1,
Basingstoke and Deane,Barn_owl,0.00,54,0.1,
Basingstoke and Deane,Chiffchaff,0.00,55,0.1,
Basingstoke and Deane,Little_owl,0.00,56,0.1,
Basingstoke and Deane,Ring_necked_parakeet,0.00,57,0.1,
Basingstoke and Deane,Stock_dove,0.00,58,0.1,
Basingstoke and Deane,Tawny_owl,0.00,59,0.1,
Basingstoke and Deane,Black_headed_gull ,0.00,60,0.0,
Basingstoke and Deane,Black_redstart,0.00,61,0.0,
Basingstoke and Deane,Corn_bunting,0.00,62,0.0,
Basingstoke and Deane,Gadwall,0.00,63,0.0,
Basingstoke and Deane,Great_black_backed_gull,0.00,64,0.0,
Basingstoke and Deane,Great_crested_grebe,0.00,65,0.0,
Basingstoke and Deane,Grey_partridge,0.00,66,0.0,
Basingstoke and Deane,Hooded_crow,0.00,67,0.0,
Basingstoke and Deane,Lapwing,0.00,68,0.0,
Basingstoke and Deane,Lesser_black_backed_gull,0.00,69,0.0,
Basingstoke and Deane,Linnet,0.00,70,0.0,
Basingstoke and Deane,Meadow_pipit,0.00,71,0.0,
Basingstoke and Deane,Mute_swan,0.00,72,0.0,
Basingstoke and Deane,Raven,0.00,73,0.0,
Basingstoke and Deane,Skylark,0.00,74,0.0,
Basingstoke and Deane,Teal,0.00,75,0.0,
Basingstoke and Deane,Tufted_duck,0.00,76,0.0,
Basingstoke and Deane,Waxwing,0.00,77,0.0,
Basingstoke and Deane,Wigeon,0.00,78,0.0,
Basingstoke and Deane,Yellowhammer,0.00,79,0.0,
Bedfordshire,House_sparrow,4.06,1,62.9,
Bedfordshire,Starling,3.53,2,51.1,
Bedfordshire,Blue_tit,2.49,3,77.6,
Bedfordshire,Woodpigeon,2.42,4,81.4,
Bedfordshire,Blackbird,2.29,5,89.0,
Bedfordshire,Goldfinch,1.65,6,33.1,
Bedfordshire,Great_tit,1.36,7,55.0,
Bedfordshire,Collared_dove,1.32,8,53.3,
Bedfordshire,Robin,1.31,9,81.4,
Bedfordshire,Chaffinch,1.24,10,40.3,
Bedfordshire,Long_tailed_tit,0.95,11,24.8,
Bedfordshire,Dunnock,0.91,12,47.8,
Bedfordshire,Magpie,0.86,13,46.3,
Bedfordshire,Jackdaw,0.63,14,18.5,
Bedfordshire,Greenfinch,0.48,15,18.4,
Bedfordshire,Carrion_crow,0.46,16,20.9,
Bedfordshire,Feral_pigeon,0.45,17,13.4,
Bedfordshire,Coal_tit,0.40,18,23.5,
Bedfordshire,Wren,0.28,19,24.2,
Bedfordshire,Common_gull,0.27,20,6.0,
Bedfordshire,Great_spotted_woodpecker,0.15,21,12.6,
Bedfordshire,Pheasant,0.14,22,7.5,
Bedfordshire,Rook,0.14,23,4.3,
Bedfordshire,Bullfinch,0.06,24,3.1,
Bedfordshire,Jay,0.05,25,3.9,
Bedfordshire,Song_thrush,0.03,26,2.8,
Bedfordshire,Nuthatch,0.03,27,2.0,
Bedfordshire,Siskin,0.02,28,1.1,
Bedfordshire,Red_kite,0.02,29,1.4,
Bedfordshire,Pied_wagtail,0.02,30,1.1,
Bedfordshire,Goldcrest,0.01,31,1.2,
Bedfordshire,Green_woodpecker,0.01,32,1.4,
Bedfordshire,Blackcap,0.01,33,1.1,
Bedfordshire,Sparrowhawk,0.01,34,1.2,
Bedfordshire,Redpoll,0.01,35,0.6,
Bedfordshire,Moorhen,0.01,36,0.6,
Bedfordshire,Black_headed_gull ,0.01,37,0.4,
Bedfordshire,Tree_sparrow,0.01,38,0.4,
Bedfordshire,Fieldfare,0.01,39,0.2,
Bedfordshire,Mistle_thrush,0.01,40,0.8,
Bedfordshire,Stock_dove,0.01,41,0.5,
Bedfordshire,Reed_bunting,0.01,42,0.5,
Bedfordshire,Marsh_tit,0.01,43,0.5,
Bedfordshire,Redwing,0.00,44,0.3,
Bedfordshire,Kestrel,0.00,45,0.5,
Bedfordshire,Grey_heron,0.00,46,0.4,
Bedfordshire,Buzzard,0.00,47,0.4,
Bedfordshire,Brambling,0.00,48,0.3,
Bedfordshire,Mallard,0.00,49,0.1,
Bedfordshire,Yellowhammer,0.00,50,0.2,
Bedfordshire,Linnet,0.00,51,0.2,
Bedfordshire,Treecreeper,0.00,52,0.2,
Bedfordshire,Grey_wagtail,0.00,53,0.1,
Bedfordshire,Willow_tit,0.00,54,0.1,
Bedfordshire,Herring_gull,0.00,55,0.0,
Bedfordshire,Lesser_spotted_woodpecker,0.00,56,0.0,
Bedfordshire,Meadow_pipit,0.00,57,0.0,
Bedfordshire,Skylark,0.00,58,0.0,
Bedfordshire,Tawny_owl,0.00,59,0.0,
Bedfordshire,Barn_owl,0.00,60,0.0,
Bedfordshire,Black_redstart,0.00,61,0.0,
Bedfordshire,Chiffchaff,0.00,62,0.0,
Bedfordshire,Corn_bunting,0.00,63,0.0,
Bedfordshire,Gadwall,0.00,64,0.0,
Bedfordshire,Great_black_backed_gull,0.00,65,0.0,
Bedfordshire,Great_crested_grebe,0.00,66,0.0,
Bedfordshire,Grey_partridge,0.00,67,0.0,
Bedfordshire,Hooded_crow,0.00,68,0.0,
Bedfordshire,Lapwing,0.00,69,0.0,
Bedfordshire,Lesser_black_backed_gull,0.00,70,0.0,
Bedfordshire,Little_owl,0.00,71,0.0,
Bedfordshire,Mute_swan,0.00,72,0.0,
Bedfordshire,Raven,0.00,73,0.0,
Bedfordshire,Red_legged_partridge,0.00,74,0.0,
Bedfordshire,Ring_necked_parakeet,0.00,75,0.0,
Bedfordshire,Teal,0.00,76,0.0,
Bedfordshire,Tufted_duck,0.00,77,0.0,
Bedfordshire,Waxwing,0.00,78,0.0,
Bedfordshire,Wigeon,0.00,79,0.0,
Berkshire,Blue_tit,2.89,1,83.0,
Berkshire,Woodpigeon,2.77,2,86.3,
Berkshire,House_sparrow,2.17,3,43.7,
Berkshire,Blackbird,1.90,4,83.8,
Berkshire,Starling,1.75,5,33.3,
Berkshire,Great_tit,1.55,6,61.8,
Berkshire,Robin,1.50,7,87.5,
Berkshire,Goldfinch,1.40,8,31.2,
Berkshire,Magpie,1.25,9,60.1,
Berkshire,Long_tailed_tit,1.16,10,30.8,
Berkshire,Chaffinch,0.96,11,34.4,
Berkshire,Collared_dove,0.94,12,40.7,
Berkshire,Dunnock,0.77,13,43.1,
Berkshire,Coal_tit,0.63,14,32.5,
Berkshire,Jackdaw,0.57,15,16.2,
Berkshire,Feral_pigeon,0.51,16,15.5,
Berkshire,Greenfinch,0.50,17,17.6,
Berkshire,Carrion_crow,0.49,18,20.8,
Berkshire,Wren,0.26,19,23.1,
Berkshire,Great_spotted_woodpecker,0.22,20,18.6,
Berkshire,Common_gull,0.21,21,5.3,
Berkshire,Jay,0.20,22,14.7,
Berkshire,Rook,0.15,23,3.6,
Berkshire,Nuthatch,0.15,24,10.1,
Berkshire,Pheasant,0.12,25,5.7,
Berkshire,Red_kite,0.12,26,7.8,
Berkshire,Ring_necked_parakeet,0.08,27,2.9,
Berkshire,Siskin,0.06,28,2.0,
Berkshire,Song_thrush,0.04,29,4.0,
Berkshire,Blackcap,0.04,30,3.3,
Berkshire,Bullfinch,0.04,31,2.2,
Berkshire,Redwing,0.03,32,1.1,
Berkshire,Goldcrest,0.02,33,1.9,
Berkshire,Green_woodpecker,0.02,34,2.1,
Berkshire,Redpoll,0.02,35,0.8,
Berkshire,Pied_wagtail,0.02,36,1.2,
Berkshire,Fieldfare,0.01,37,0.7,
Berkshire,Sparrowhawk,0.01,38,1.2,
Berkshire,Black_headed_gull ,0.01,39,0.4,
Berkshire,Mallard,0.01,40,0.4,
Berkshire,Grey_heron,0.01,41,0.9,
Berkshire,Stock_dove,0.01,42,0.7,
Berkshire,Mistle_thrush,0.01,43,0.6,
Berkshire,Marsh_tit,0.01,44,0.6,
Berkshire,Herring_gull,0.01,45,0.4,
Berkshire,Buzzard,0.00,46,0.4,
Berkshire,Brambling,0.00,47,0.4,
Berkshire,Moorhen,0.00,48,0.2,
Berkshire,Treecreeper,0.00,49,0.3,
Berkshire,Reed_bunting,0.00,50,0.2,
Berkshire,Grey_wagtail,0.00,51,0.2,
Berkshire,Lesser_spotted_woodpecker,0.00,52,0.2,
Berkshire,Tree_sparrow,0.00,53,0.1,
Berkshire,Linnet,0.00,54,0.1,
Berkshire,Chiffchaff,0.00,55,0.1,
Berkshire,Kestrel,0.00,56,0.1,
Berkshire,Mute_swan,0.00,57,0.1,
Berkshire,Great_crested_grebe,0.00,58,0.1,
Berkshire,Barn_owl,0.00,59,0.1,
Berkshire,Yellowhammer,0.00,60,0.0,
Berkshire,Tufted_duck,0.00,61,0.0,
Berkshire,Black_redstart,0.00,62,0.0,
Berkshire,Little_owl,0.00,63,0.0,
Berkshire,Raven,0.00,64,0.0,
Berkshire,Corn_bunting,0.00,65,0.0,
Berkshire,Gadwall,0.00,66,0.0,
Berkshire,Great_black_backed_gull,0.00,67,0.0,
Berkshire,Grey_partridge,0.00,68,0.0,
Berkshire,Hooded_crow,0.00,69,0.0,
Berkshire,Lapwing,0.00,70,0.0,
Berkshire,Lesser_black_backed_gull,0.00,71,0.0,
Berkshire,Meadow_pipit,0.00,72,0.0,
Berkshire,Red_legged_partridge,0.00,73,0.0,
Berkshire,Skylark,0.00,74,0.0,
Berkshire,Tawny_owl,0.00,75,0.0,
Berkshire,Teal,0.00,76,0.0,
Berkshire,Waxwing,0.00,77,0.0,
Berkshire,Wigeon,0.00,78,0.0,
Berkshire,Willow_tit,0.00,79,0.0,
Bexley,House_sparrow,4.23,1,61.5,
Bexley,Starling,4.09,2,54.5,
Bexley,Woodpigeon,3.74,3,89.8,
Bexley,Blue_tit,2.07,4,71.5,
Bexley,Feral_pigeon,1.70,5,39.0,
Bexley,Magpie,1.45,6,65.5,
Bexley,Blackbird,1.40,7,74.3,
Bexley,Great_tit,1.26,8,52.8,
Bexley,Robin,1.25,9,80.0,
Bexley,Carrion_crow,0.86,10,34.8,
Bexley,Goldfinch,0.78,11,18.9,
Bexley,Collared_dove,0.77,12,35.5,
Bexley,Long_tailed_tit,0.50,13,15.0,
Bexley,Ring_necked_parakeet,0.48,14,15.6,
Bexley,Dunnock,0.46,15,30.5,
Bexley,Chaffinch,0.37,16,15.6,
Bexley,Coal_tit,0.26,17,14.7,
Bexley,Wren,0.25,18,21.6,
Bexley,Common_gull,0.24,19,7.8,
Bexley,Jay,0.20,20,15.4,
Bexley,Great_spotted_woodpecker,0.15,21,14.2,
Bexley,Greenfinch,0.14,22,6.8,
Bexley,Rook,0.04,23,2.1,
Bexley,Nuthatch,0.02,24,1.7,
Bexley,Jackdaw,0.02,25,1.7,
Bexley,Song_thrush,0.02,26,1.4,
Bexley,Sparrowhawk,0.02,27,1.7,
Bexley,Redpoll,0.01,28,0.5,
Bexley,Blackcap,0.01,29,1.2,
Bexley,Goldcrest,0.01,30,1.0,
Bexley,Bullfinch,0.01,31,0.7,
Bexley,Moorhen,0.00,32,0.5,
Bexley,Stock_dove,0.00,33,0.2,
Bexley,Black_headed_gull ,0.00,34,0.5,
Bexley,Grey_heron,0.00,35,0.5,
Bexley,Mallard,0.00,36,0.2,
Bexley,Siskin,0.00,37,0.2,
Bexley,Green_woodpecker,0.00,38,0.2,
Bexley,Herring_gull,0.00,39,0.2,
Bexley,Lesser_spotted_woodpecker,0.00,40,0.2,
Bexley,Mistle_thrush,0.00,41,0.2,
Bexley,Pheasant,0.00,42,0.2,
Bexley,Barn_owl,0.00,43,0.0,
Bexley,Black_redstart,0.00,44,0.0,
Bexley,Brambling,0.00,45,0.0,
Bexley,Buzzard,0.00,46,0.0,
Bexley,Chiffchaff,0.00,47,0.0,
Bexley,Corn_bunting,0.00,48,0.0,
Bexley,Fieldfare,0.00,49,0.0,
Bexley,Gadwall,0.00,50,0.0,
Bexley,Great_black_backed_gull,0.00,51,0.0,
Bexley,Great_crested_grebe,0.00,52,0.0,
Bexley,Grey_partridge,0.00,53,0.0,
Bexley,Grey_wagtail,0.00,54,0.0,
Bexley,Hooded_crow,0.00,55,0.0,
Bexley,Kestrel,0.00,56,0.0,
Bexley,Lapwing,0.00,57,0.0,
Bexley,Lesser_black_backed_gull,0.00,58,0.0,
Bexley,Linnet,0.00,59,0.0,
Bexley,Little_owl,0.00,60,0.0,
Bexley,Marsh_tit,0.00,61,0.0,
Bexley,Meadow_pipit,0.00,62,0.0,
Bexley,Mute_swan,0.00,63,0.0,
Bexley,Pied_wagtail,0.00,64,0.0,
Bexley,Raven,0.00,65,0.0,
Bexley,Red_kite,0.00,66,0.0,
Bexley,Red_legged_partridge,0.00,67,0.0,
Bexley,Redwing,0.00,68,0.0,
Bexley,Reed_bunting,0.00,69,0.0,
Bexley,Skylark,0.00,70,0.0,
Bexley,Tawny_owl,0.00,71,0.0,
Bexley,Teal,0.00,72,0.0,
Bexley,Tree_sparrow,0.00,73,0.0,
Bexley,Treecreeper,0.00,74,0.0,
Bexley,Tufted_duck,0.00,75,0.0,
Bexley,Waxwing,0.00,76,0.0,
Bexley,Wigeon,0.00,77,0.0,
Bexley,Willow_tit,0.00,78,0.0,
Bexley,Yellowhammer,0.00,79,0.0,
Blaenau Gwent,House_sparrow,5.15,1,64.9,
Blaenau Gwent,Jackdaw,2.49,2,47.1,
Blaenau Gwent,Blue_tit,2.48,3,74.4,
Blaenau Gwent,Blackbird,2.26,4,81.0,
Blaenau Gwent,Chaffinch,2.13,5,51.2,
Blaenau Gwent,Robin,1.77,6,89.3,
Blaenau Gwent,Starling,1.70,7,23.2,
Blaenau Gwent,Great_tit,1.69,8,58.3,
Blaenau Gwent,Magpie,1.51,9,63.7,
Blaenau Gwent,Goldfinch,1.32,10,26.8,
Blaenau Gwent,Long_tailed_tit,1.25,11,20.8,
Blaenau Gwent,Coal_tit,1.14,12,46.4,
Blaenau Gwent,Dunnock,1.07,13,45.8,
Blaenau Gwent,Collared_dove,0.81,14,32.7,
Blaenau Gwent,Greenfinch,0.60,15,22.0,
Blaenau Gwent,Carrion_crow,0.52,16,24.7,
Blaenau Gwent,Woodpigeon,0.47,17,25.6,
Blaenau Gwent,Bullfinch,0.39,18,17.8,
Blaenau Gwent,Common_gull,0.38,19,11.1,
Blaenau Gwent,Wren,0.34,20,28.1,
Blaenau Gwent,Siskin,0.28,21,8.9,
Blaenau Gwent,Feral_pigeon,0.22,22,11.1,
Blaenau Gwent,Great_spotted_woodpecker,0.18,23,15.6,
Blaenau Gwent,Jay,0.09,24,6.7,
Blaenau Gwent,Nuthatch,0.08,25,5.6,
Blaenau Gwent,Goldcrest,0.03,26,2.2,
Blaenau Gwent,Pheasant,0.03,27,1.1,
Blaenau Gwent,Song_thrush,0.03,28,3.3,
Blaenau Gwent,Sparrowhawk,0.03,29,3.3,
Blaenau Gwent,Buzzard,0.02,30,2.2,
Blaenau Gwent,Great_crested_grebe,0.01,31,1.1,
Blaenau Gwent,Green_woodpecker,0.01,32,1.1,
Blaenau Gwent,Marsh_tit,0.01,33,1.1,
Blaenau Gwent,Red_kite,0.01,34,1.1,
Blaenau Gwent,Barn_owl,0.00,35,0.0,
Blaenau Gwent,Black_headed_gull ,0.00,36,0.0,
Blaenau Gwent,Black_redstart,0.00,37,0.0,
Blaenau Gwent,Blackcap,0.00,38,0.0,
Blaenau Gwent,Brambling,0.00,39,0.0,
Blaenau Gwent,Chiffchaff,0.00,40,0.0,
Blaenau Gwent,Corn_bunting,0.00,41,0.0,
Blaenau Gwent,Fieldfare,0.00,42,0.0,
Blaenau Gwent,Gadwall,0.00,43,0.0,
Blaenau Gwent,Great_black_backed_gull,0.00,44,0.0,
Blaenau Gwent,Grey_heron,0.00,45,0.0,
Blaenau Gwent,Grey_partridge,0.00,46,0.0,
Blaenau Gwent,Grey_wagtail,0.00,47,0.0,
Blaenau Gwent,Herring_gull,0.00,48,0.0,
Blaenau Gwent,Hooded_crow,0.00,49,0.0,
Blaenau Gwent,Kestrel,0.00,50,0.0,
Blaenau Gwent,Lapwing,0.00,51,0.0,
Blaenau Gwent,Lesser_black_backed_gull,0.00,52,0.0,
Blaenau Gwent,Lesser_spotted_woodpecker,0.00,53,0.0,
Blaenau Gwent,Linnet,0.00,54,0.0,
Blaenau Gwent,Little_owl,0.00,55,0.0,
Blaenau Gwent,Mallard,0.00,56,0.0,
Blaenau Gwent,Meadow_pipit,0.00,57,0.0,
Blaenau Gwent,Mistle_thrush,0.00,58,0.0,
Blaenau Gwent,Moorhen,0.00,59,0.0,
Blaenau Gwent,Mute_swan,0.00,60,0.0,
Blaenau Gwent,Pied_wagtail,0.00,61,0.0,
Blaenau Gwent,Raven,0.00,62,0.0,
Blaenau Gwent,Red_legged_partridge,0.00,63,0.0,
Blaenau Gwent,Redpoll,0.00,64,0.0,
Blaenau Gwent,Redwing,0.00,65,0.0,
Blaenau Gwent,Reed_bunting,0.00,66,0.0,
Blaenau Gwent,Ring_necked_parakeet,0.00,67,0.0,
Blaenau Gwent,Rook,0.00,68,0.0,
Blaenau Gwent,Skylark,0.00,69,0.0,
Blaenau Gwent,Stock_dove,0.00,70,0.0,
Blaenau Gwent,Tawny_owl,0.00,71,0.0,
Blaenau Gwent,Teal,0.00,72,0.0,
Blaenau Gwent,Tree_sparrow,0.00,73,0.0,
Blaenau Gwent,Treecreeper,0.00,74,0.0,
Blaenau Gwent,Tufted_duck,0.00,75,0.0,
Blaenau Gwent,Waxwing,0.00,76,0.0,
Blaenau Gwent,Wigeon,0.00,77,0.0,
Blaenau Gwent,Willow_tit,0.00,78,0.0,
Blaenau Gwent,Yellowhammer,0.00,79,0.0,
Brent,Woodpigeon,2.27,1,75.0,
Brent,Feral_pigeon,2.17,2,40.4,
Brent,Blue_tit,1.97,3,69.7,
Brent,Great_tit,1.68,4,67.1,
Brent,Goldfinch,1.66,5,29.5,
Brent,Starling,1.55,6,31.6,
Brent,Magpie,1.48,7,67.5,
Brent,Robin,1.45,8,83.8,
Brent,Blackbird,1.44,9,77.6,
Brent,House_sparrow,1.28,10,34.2,
Brent,Carrion_crow,0.63,11,26.1,
Brent,Long_tailed_tit,0.62,12,18.9,
Brent,Common_gull,0.57,13,16.8,
Brent,Dunnock,0.52,14,33.8,
Brent,Coal_tit,0.49,15,25.0,
Brent,Collared_dove,0.39,16,15.8,
Brent,Chaffinch,0.36,17,18.9,
Brent,Ring_necked_parakeet,0.35,18,13.5,
Brent,Wren,0.24,19,21.1,
Brent,Greenfinch,0.21,20,8.3,
Brent,Jay,0.12,21,8.7,
Brent,Great_spotted_woodpecker,0.11,22,9.9,
Brent,Jackdaw,0.05,23,2.5,
Brent,Blackcap,0.02,24,2.5,
Brent,Goldcrest,0.02,25,2.5,
Brent,Mallard,0.02,26,0.6,
Brent,Pheasant,0.02,27,1.9,
Brent,Rook,0.02,28,2.5,
Brent,Green_woodpecker,0.02,29,1.9,
Brent,Song_thrush,0.02,30,1.9,
Brent,Bullfinch,0.01,31,1.2,
Brent,Herring_gull,0.01,32,1.2,
Brent,Mistle_thrush,0.01,33,0.6,
Brent,Moorhen,0.01,34,0.6,
Brent,Siskin,0.01,35,0.6,
Brent,Redpoll,0.01,36,0.6,
Brent,Barn_owl,0.00,37,0.0,
Brent,Black_headed_gull ,0.00,38,0.0,
Brent,Black_redstart,0.00,39,0.0,
Brent,Brambling,0.00,40,0.0,
Brent,Buzzard,0.00,41,0.0,
Brent,Chiffchaff,0.00,42,0.0,
Brent,Corn_bunting,0.00,43,0.0,
Brent,Fieldfare,0.00,44,0.0,
Brent,Gadwall,0.00,45,0.0,
Brent,Great_black_backed_gull,0.00,46,0.0,
Brent,Great_crested_grebe,0.00,47,0.0,
Brent,Grey_heron,0.00,48,0.0,
Brent,Grey_partridge,0.00,49,0.0,
Brent,Grey_wagtail,0.00,50,0.0,
Brent,Hooded_crow,0.00,51,0.0,
Brent,Kestrel,0.00,52,0.0,
Brent,Lapwing,0.00,53,0.0,
Brent,Lesser_black_backed_gull,0.00,54,0.0,
Brent,Lesser_spotted_woodpecker,0.00,55,0.0,
Brent,Linnet,0.00,56,0.0,
Brent,Little_owl,0.00,57,0.0,
Brent,Marsh_tit,0.00,58,0.0,
Brent,Meadow_pipit,0.00,59,0.0,
Brent,Mute_swan,0.00,60,0.0,
Brent,Nuthatch,0.00,61,0.0,
Brent,Pied_wagtail,0.00,62,0.0,
Brent,Raven,0.00,63,0.0,
Brent,Red_kite,0.00,64,0.0,
Brent,Red_legged_partridge,0.00,65,0.0,
Brent,Redwing,0.00,66,0.0,
Brent,Reed_bunting,0.00,67,0.0,
Brent,Skylark,0.00,68,0.0,
Brent,Sparrowhawk,0.00,69,0.0,
Brent,Stock_dove,0.00,70,0.0,
Brent,Tawny_owl,0.00,71,0.0,
Brent,Teal,0.00,72,0.0,
Brent,Tree_sparrow,0.00,73,0.0,
Brent,Treecreeper,0.00,74,0.0,
Brent,Tufted_duck,0.00,75,0.0,
Brent,Waxwing,0.00,76,0.0,
Brent,Wigeon,0.00,77,0.0,
